count(Paper);Country 1;Country 2;Journal;Category
40;Sweden;United States;Journal of Neuromuscular Diseases;Medicine & Health
3;Switzerland;Turkey;Journal of Neuromuscular Diseases;Medicine & Health
4;Switzerland;Ukraine;Journal of Neuromuscular Diseases;Medicine & Health
43;Switzerland;United Kingdom;Journal of Neuromuscular Diseases;Medicine & Health
57;Switzerland;United States;Journal of Neuromuscular Diseases;Medicine & Health
2;Taiwan;United Kingdom;Journal of Neuromuscular Diseases;Medicine & Health
6;Taiwan;United States;Journal of Neuromuscular Diseases;Medicine & Health
2;Thailand;United States;Journal of Neuromuscular Diseases;Medicine & Health
25;Trinidad & Tobago;Trinidad and Tobago;Journal of Neuromuscular Diseases;Medicine & Health
10;Trinidad & Tobago;United States;Journal of Neuromuscular Diseases;Medicine & Health
10;Trinidad and Tobago;United States;Journal of Neuromuscular Diseases;Medicine & Health
3;Turkey;Ukraine;Journal of Neuromuscular Diseases;Medicine & Health
53;Turkey;United Kingdom;Journal of Neuromuscular Diseases;Medicine & Health
27;Turkey;United States;Journal of Neuromuscular Diseases;Medicine & Health
10;Ukraine;United Kingdom;Journal of Neuromuscular Diseases;Medicine & Health
9;Ukraine;United States;Journal of Neuromuscular Diseases;Medicine & Health
349;United Kingdom;United States;Journal of Neuromuscular Diseases;Medicine & Health
26;Argentina;Chile;Journal of Parkinson's Disease;Medicine & Health
17;Argentina;Mexico;Journal of Parkinson's Disease;Medicine & Health
68;Argentina;Peru;Journal of Parkinson's Disease;Medicine & Health
63;Argentina;United States;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Austria;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Croatia;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Czechia;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Denmark;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Egypt;Journal of Parkinson's Disease;Medicine & Health
16;Armenia;Estonia;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Finland;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;France;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Georgia;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Germany;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Hungary;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Ireland;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Italy;Journal of Parkinson's Disease;Medicine & Health
7;Armenia;Latvia;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Moldova;Journal of Parkinson's Disease;Medicine & Health
7;Armenia;Montenegro;Journal of Parkinson's Disease;Medicine & Health
8;Armenia;Netherlands;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Norway;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Poland;Journal of Parkinson's Disease;Medicine & Health
33;Armenia;Portugal;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Romania;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Serbia;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Slovakia;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Spain;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Sweden;Journal of Parkinson's Disease;Medicine & Health
7;Armenia;Switzerland;Journal of Parkinson's Disease;Medicine & Health
5;Armenia;Tunisia;Journal of Parkinson's Disease;Medicine & Health
7;Armenia;Turkey;Journal of Parkinson's Disease;Medicine & Health
13;Armenia;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
12;Armenia;United States;Journal of Parkinson's Disease;Medicine & Health
13;Australia;Belgium;Journal of Parkinson's Disease;Medicine & Health
36;Australia;Brazil;Journal of Parkinson's Disease;Medicine & Health
160;Australia;Canada;Journal of Parkinson's Disease;Medicine & Health
4;Australia;France;Journal of Parkinson's Disease;Medicine & Health
10;Australia;Georgia;Journal of Parkinson's Disease;Medicine & Health
98;Australia;Germany;Journal of Parkinson's Disease;Medicine & Health
6;Australia;Ireland;Journal of Parkinson's Disease;Medicine & Health
4;Australia;Israel;Journal of Parkinson's Disease;Medicine & Health
12;Australia;Italy;Journal of Parkinson's Disease;Medicine & Health
31;Australia;Japan;Journal of Parkinson's Disease;Medicine & Health
4;Australia;Mexico;Journal of Parkinson's Disease;Medicine & Health
71;Australia;Netherlands;Journal of Parkinson's Disease;Medicine & Health
40;Australia;Norway;Journal of Parkinson's Disease;Medicine & Health
49;Australia;Portugal;Journal of Parkinson's Disease;Medicine & Health
4;Australia;South Korea;Journal of Parkinson's Disease;Medicine & Health
26;Australia;Sri Lanka;Journal of Parkinson's Disease;Medicine & Health
35;Australia;Sweden;Journal of Parkinson's Disease;Medicine & Health
5;Australia;Switzerland;Journal of Parkinson's Disease;Medicine & Health
280;Australia;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
162;Australia;United States;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Belgium;Journal of Parkinson's Disease;Medicine & Health
15;Austria;Canada;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Chile;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Croatia;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Czechia;Journal of Parkinson's Disease;Medicine & Health
8;Austria;Denmark;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Egypt;Journal of Parkinson's Disease;Medicine & Health
12;Austria;Estonia;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Finland;Journal of Parkinson's Disease;Medicine & Health
54;Austria;France;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Georgia;Journal of Parkinson's Disease;Medicine & Health
13;Austria;Germany;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Hungary;Journal of Parkinson's Disease;Medicine & Health
8;Austria;Ireland;Journal of Parkinson's Disease;Medicine & Health
18;Austria;Israel;Journal of Parkinson's Disease;Medicine & Health
16;Austria;Italy;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Latvia;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Moldova;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Montenegro;Journal of Parkinson's Disease;Medicine & Health
59;Austria;Netherlands;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Norway;Journal of Parkinson's Disease;Medicine & Health
14;Austria;Poland;Journal of Parkinson's Disease;Medicine & Health
44;Austria;Portugal;Journal of Parkinson's Disease;Medicine & Health
14;Austria;Romania;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Serbia;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Slovakia;Journal of Parkinson's Disease;Medicine & Health
15;Austria;Slovenia;Journal of Parkinson's Disease;Medicine & Health
8;Austria;Spain;Journal of Parkinson's Disease;Medicine & Health
16;Austria;Sweden;Journal of Parkinson's Disease;Medicine & Health
8;Austria;Switzerland;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Tunisia;Journal of Parkinson's Disease;Medicine & Health
4;Austria;Turkey;Journal of Parkinson's Disease;Medicine & Health
120;Austria;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
61;Austria;United States;Journal of Parkinson's Disease;Medicine & Health
4;Bangladesh;Egypt;Journal of Parkinson's Disease;Medicine & Health
4;Bangladesh;India;Journal of Parkinson's Disease;Medicine & Health
4;Bangladesh;Iran;Journal of Parkinson's Disease;Medicine & Health
4;Bangladesh;Israel;Journal of Parkinson's Disease;Medicine & Health
8;Bangladesh;Jordan;Journal of Parkinson's Disease;Medicine & Health
4;Bangladesh;Kuwait;Journal of Parkinson's Disease;Medicine & Health
4;Bangladesh;Lebanon;Journal of Parkinson's Disease;Medicine & Health
4;Bangladesh;Pakistan;Journal of Parkinson's Disease;Medicine & Health
12;Bangladesh;Saudi Arabia;Journal of Parkinson's Disease;Medicine & Health
4;Bangladesh;South Korea;Journal of Parkinson's Disease;Medicine & Health
8;Bangladesh;United States;Journal of Parkinson's Disease;Medicine & Health
14;Belgium;France;Journal of Parkinson's Disease;Medicine & Health
39;Belgium;Germany;Journal of Parkinson's Disease;Medicine & Health
11;Belgium;Israel;Journal of Parkinson's Disease;Medicine & Health
8;Belgium;Italy;Journal of Parkinson's Disease;Medicine & Health
127;Belgium;Netherlands;Journal of Parkinson's Disease;Medicine & Health
8;Belgium;Spain;Journal of Parkinson's Disease;Medicine & Health
4;Belgium;Switzerland;Journal of Parkinson's Disease;Medicine & Health
22;Belgium;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
76;Belgium;United States;Journal of Parkinson's Disease;Medicine & Health
42;Brazil;Netherlands;Journal of Parkinson's Disease;Medicine & Health
35;Brazil;Portugal;Journal of Parkinson's Disease;Medicine & Health
15;Brazil;United States;Journal of Parkinson's Disease;Medicine & Health
42;Cameroon;Egypt;Journal of Parkinson's Disease;Medicine & Health
24;Cameroon;Nigeria;Journal of Parkinson's Disease;Medicine & Health
26;Cameroon;United States;Journal of Parkinson's Disease;Medicine & Health
4;Canada;Denmark;Journal of Parkinson's Disease;Medicine & Health
32;Canada;Finland;Journal of Parkinson's Disease;Medicine & Health
292;Canada;France;Journal of Parkinson's Disease;Medicine & Health
231;Canada;Germany;Journal of Parkinson's Disease;Medicine & Health
13;Canada;Iran;Journal of Parkinson's Disease;Medicine & Health
13;Canada;Ireland;Journal of Parkinson's Disease;Medicine & Health
141;Canada;Israel;Journal of Parkinson's Disease;Medicine & Health
56;Canada;Italy;Journal of Parkinson's Disease;Medicine & Health
42;Canada;Japan;Journal of Parkinson's Disease;Medicine & Health
25;Canada;Malaysia;Journal of Parkinson's Disease;Medicine & Health
20;Canada;Mexico;Journal of Parkinson's Disease;Medicine & Health
127;Canada;Netherlands;Journal of Parkinson's Disease;Medicine & Health
9;Canada;Norway;Journal of Parkinson's Disease;Medicine & Health
18;Canada;Oman;Journal of Parkinson's Disease;Medicine & Health
80;Canada;Portugal;Journal of Parkinson's Disease;Medicine & Health
4;Canada;South Africa;Journal of Parkinson's Disease;Medicine & Health
18;Canada;South Korea;Journal of Parkinson's Disease;Medicine & Health
26;Canada;Spain;Journal of Parkinson's Disease;Medicine & Health
161;Canada;Sweden;Journal of Parkinson's Disease;Medicine & Health
34;Canada;Switzerland;Journal of Parkinson's Disease;Medicine & Health
4;Canada;Taiwan;Journal of Parkinson's Disease;Medicine & Health
623;Canada;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
908;Canada;United States;Journal of Parkinson's Disease;Medicine & Health
8;Chile;Germany;Journal of Parkinson's Disease;Medicine & Health
4;Chile;India;Journal of Parkinson's Disease;Medicine & Health
5;Chile;Mexico;Journal of Parkinson's Disease;Medicine & Health
20;Chile;Peru;Journal of Parkinson's Disease;Medicine & Health
26;Chile;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
21;Chile;United States;Journal of Parkinson's Disease;Medicine & Health
18;China;Denmark;Journal of Parkinson's Disease;Medicine & Health
4;China;Germany;Journal of Parkinson's Disease;Medicine & Health
17;China;New Zealand;Journal of Parkinson's Disease;Medicine & Health
9;China;Sweden;Journal of Parkinson's Disease;Medicine & Health
52;China;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
63;China;United States;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Czechia;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Denmark;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Egypt;Journal of Parkinson's Disease;Medicine & Health
12;Croatia;Estonia;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Finland;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;France;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Georgia;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Germany;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Hungary;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Ireland;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Italy;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Latvia;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Moldova;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Montenegro;Journal of Parkinson's Disease;Medicine & Health
7;Croatia;Netherlands;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Norway;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Poland;Journal of Parkinson's Disease;Medicine & Health
27;Croatia;Portugal;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Romania;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Serbia;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Slovakia;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Spain;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Sweden;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Switzerland;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Tunisia;Journal of Parkinson's Disease;Medicine & Health
4;Croatia;Turkey;Journal of Parkinson's Disease;Medicine & Health
11;Croatia;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
8;Croatia;United States;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Denmark;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Egypt;Journal of Parkinson's Disease;Medicine & Health
10;Czechia;Estonia;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Finland;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;France;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Georgia;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Germany;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Hungary;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Ireland;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Italy;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Latvia;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Moldova;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Montenegro;Journal of Parkinson's Disease;Medicine & Health
5;Czechia;Netherlands;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Norway;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Poland;Journal of Parkinson's Disease;Medicine & Health
23;Czechia;Portugal;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Romania;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Serbia;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Slovakia;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Spain;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Sweden;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Switzerland;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Tunisia;Journal of Parkinson's Disease;Medicine & Health
4;Czechia;Turkey;Journal of Parkinson's Disease;Medicine & Health
11;Czechia;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
8;Czechia;United States;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Egypt;Journal of Parkinson's Disease;Medicine & Health
10;Denmark;Estonia;Journal of Parkinson's Disease;Medicine & Health
8;Denmark;Finland;Journal of Parkinson's Disease;Medicine & Health
36;Denmark;France;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Georgia;Journal of Parkinson's Disease;Medicine & Health
55;Denmark;Germany;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Hungary;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Ireland;Journal of Parkinson's Disease;Medicine & Health
13;Denmark;Italy;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Latvia;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Moldova;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Montenegro;Journal of Parkinson's Disease;Medicine & Health
14;Denmark;Netherlands;Journal of Parkinson's Disease;Medicine & Health
30;Denmark;Norway;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Poland;Journal of Parkinson's Disease;Medicine & Health
27;Denmark;Portugal;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Romania;Journal of Parkinson's Disease;Medicine & Health
8;Denmark;Russia;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Serbia;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Slovakia;Journal of Parkinson's Disease;Medicine & Health
20;Denmark;Spain;Journal of Parkinson's Disease;Medicine & Health
100;Denmark;Sweden;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Switzerland;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Tunisia;Journal of Parkinson's Disease;Medicine & Health
4;Denmark;Turkey;Journal of Parkinson's Disease;Medicine & Health
186;Denmark;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
67;Denmark;United States;Journal of Parkinson's Disease;Medicine & Health
14;Ecuador;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
12;Egypt;Estonia;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Finland;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;France;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Georgia;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Germany;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Hungary;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;India;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Iran;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Ireland;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Israel;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Italy;Journal of Parkinson's Disease;Medicine & Health
8;Egypt;Jordan;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Kuwait;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Latvia;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Lebanon;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Moldova;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Montenegro;Journal of Parkinson's Disease;Medicine & Health
7;Egypt;Netherlands;Journal of Parkinson's Disease;Medicine & Health
63;Egypt;Nigeria;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Norway;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Pakistan;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Poland;Journal of Parkinson's Disease;Medicine & Health
27;Egypt;Portugal;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Romania;Journal of Parkinson's Disease;Medicine & Health
12;Egypt;Saudi Arabia;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Serbia;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Slovakia;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;South Korea;Journal of Parkinson's Disease;Medicine & Health
8;Egypt;Spain;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Sweden;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Switzerland;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Tunisia;Journal of Parkinson's Disease;Medicine & Health
4;Egypt;Turkey;Journal of Parkinson's Disease;Medicine & Health
34;Egypt;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
116;Egypt;United States;Journal of Parkinson's Disease;Medicine & Health
35;Estonia;Finland;Journal of Parkinson's Disease;Medicine & Health
10;Estonia;France;Journal of Parkinson's Disease;Medicine & Health
12;Estonia;Georgia;Journal of Parkinson's Disease;Medicine & Health
10;Estonia;Germany;Journal of Parkinson's Disease;Medicine & Health
10;Estonia;Hungary;Journal of Parkinson's Disease;Medicine & Health
12;Estonia;Ireland;Journal of Parkinson's Disease;Medicine & Health
10;Estonia;Italy;Journal of Parkinson's Disease;Medicine & Health
14;Estonia;Latvia;Journal of Parkinson's Disease;Medicine & Health
12;Estonia;Moldova;Journal of Parkinson's Disease;Medicine & Health
14;Estonia;Montenegro;Journal of Parkinson's Disease;Medicine & Health
16;Estonia;Netherlands;Journal of Parkinson's Disease;Medicine & Health
10;Estonia;Norway;Journal of Parkinson's Disease;Medicine & Health
12;Estonia;Poland;Journal of Parkinson's Disease;Medicine & Health
66;Estonia;Portugal;Journal of Parkinson's Disease;Medicine & Health
10;Estonia;Romania;Journal of Parkinson's Disease;Medicine & Health
12;Estonia;Serbia;Journal of Parkinson's Disease;Medicine & Health
12;Estonia;Slovakia;Journal of Parkinson's Disease;Medicine & Health
10;Estonia;Spain;Journal of Parkinson's Disease;Medicine & Health
12;Estonia;Sweden;Journal of Parkinson's Disease;Medicine & Health
14;Estonia;Switzerland;Journal of Parkinson's Disease;Medicine & Health
10;Estonia;Tunisia;Journal of Parkinson's Disease;Medicine & Health
14;Estonia;Turkey;Journal of Parkinson's Disease;Medicine & Health
26;Estonia;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
26;Estonia;United States;Journal of Parkinson's Disease;Medicine & Health
8;Finland;France;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Georgia;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Germany;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Hungary;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Ireland;Journal of Parkinson's Disease;Medicine & Health
50;Finland;Italy;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Latvia;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Moldova;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Montenegro;Journal of Parkinson's Disease;Medicine & Health
19;Finland;Netherlands;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Norway;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Poland;Journal of Parkinson's Disease;Medicine & Health
27;Finland;Portugal;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Romania;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Serbia;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Slovakia;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Spain;Journal of Parkinson's Disease;Medicine & Health
15;Finland;Sweden;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Switzerland;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Tunisia;Journal of Parkinson's Disease;Medicine & Health
4;Finland;Turkey;Journal of Parkinson's Disease;Medicine & Health
113;Finland;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
141;Finland;United States;Journal of Parkinson's Disease;Medicine & Health
4;France;Georgia;Journal of Parkinson's Disease;Medicine & Health
53;France;Germany;Journal of Parkinson's Disease;Medicine & Health
4;France;Hungary;Journal of Parkinson's Disease;Medicine & Health
4;France;Ireland;Journal of Parkinson's Disease;Medicine & Health
12;France;Italy;Journal of Parkinson's Disease;Medicine & Health
4;France;Latvia;Journal of Parkinson's Disease;Medicine & Health
4;France;Mexico;Journal of Parkinson's Disease;Medicine & Health
4;France;Moldova;Journal of Parkinson's Disease;Medicine & Health
4;France;Montenegro;Journal of Parkinson's Disease;Medicine & Health
183;France;Netherlands;Journal of Parkinson's Disease;Medicine & Health
27;France;New Zealand;Journal of Parkinson's Disease;Medicine & Health
4;France;Norway;Journal of Parkinson's Disease;Medicine & Health
4;France;Poland;Journal of Parkinson's Disease;Medicine & Health
88;France;Portugal;Journal of Parkinson's Disease;Medicine & Health
4;France;Romania;Journal of Parkinson's Disease;Medicine & Health
4;France;Serbia;Journal of Parkinson's Disease;Medicine & Health
4;France;Slovakia;Journal of Parkinson's Disease;Medicine & Health
4;France;South Korea;Journal of Parkinson's Disease;Medicine & Health
20;France;Spain;Journal of Parkinson's Disease;Medicine & Health
33;France;Sweden;Journal of Parkinson's Disease;Medicine & Health
42;France;Switzerland;Journal of Parkinson's Disease;Medicine & Health
4;France;Tunisia;Journal of Parkinson's Disease;Medicine & Health
4;France;Turkey;Journal of Parkinson's Disease;Medicine & Health
120;France;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
282;France;United States;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Germany;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Hungary;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Ireland;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Italy;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Latvia;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Moldova;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Montenegro;Journal of Parkinson's Disease;Medicine & Health
7;Georgia;Netherlands;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Norway;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Poland;Journal of Parkinson's Disease;Medicine & Health
27;Georgia;Portugal;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Romania;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Serbia;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Slovakia;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Spain;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Sweden;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Switzerland;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Tunisia;Journal of Parkinson's Disease;Medicine & Health
4;Georgia;Turkey;Journal of Parkinson's Disease;Medicine & Health
15;Georgia;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
8;Georgia;United States;Journal of Parkinson's Disease;Medicine & Health
143;Germany;Greece;Journal of Parkinson's Disease;Medicine & Health
4;Germany;Hungary;Journal of Parkinson's Disease;Medicine & Health
8;Germany;India;Journal of Parkinson's Disease;Medicine & Health
4;Germany;Ireland;Journal of Parkinson's Disease;Medicine & Health
24;Germany;Israel;Journal of Parkinson's Disease;Medicine & Health
195;Germany;Italy;Journal of Parkinson's Disease;Medicine & Health
4;Germany;Japan;Journal of Parkinson's Disease;Medicine & Health
4;Germany;Latvia;Journal of Parkinson's Disease;Medicine & Health
22;Germany;Luxembourg;Journal of Parkinson's Disease;Medicine & Health
12;Germany;Mexico;Journal of Parkinson's Disease;Medicine & Health
4;Germany;Moldova;Journal of Parkinson's Disease;Medicine & Health
4;Germany;Montenegro;Journal of Parkinson's Disease;Medicine & Health
335;Germany;Netherlands;Journal of Parkinson's Disease;Medicine & Health
17;Germany;New Zealand;Journal of Parkinson's Disease;Medicine & Health
85;Germany;Norway;Journal of Parkinson's Disease;Medicine & Health
4;Germany;Poland;Journal of Parkinson's Disease;Medicine & Health
153;Germany;Portugal;Journal of Parkinson's Disease;Medicine & Health
4;Germany;Romania;Journal of Parkinson's Disease;Medicine & Health
27;Germany;Serbia;Journal of Parkinson's Disease;Medicine & Health
4;Germany;Slovakia;Journal of Parkinson's Disease;Medicine & Health
4;Germany;South Africa;Journal of Parkinson's Disease;Medicine & Health
12;Germany;South Korea;Journal of Parkinson's Disease;Medicine & Health
82;Germany;Spain;Journal of Parkinson's Disease;Medicine & Health
247;Germany;Sweden;Journal of Parkinson's Disease;Medicine & Health
75;Germany;Switzerland;Journal of Parkinson's Disease;Medicine & Health
4;Germany;Taiwan;Journal of Parkinson's Disease;Medicine & Health
4;Germany;Tunisia;Journal of Parkinson's Disease;Medicine & Health
14;Germany;Turkey;Journal of Parkinson's Disease;Medicine & Health
649;Germany;United Kingdom;Journal of Parkinson's Disease;Medicine & Health
579;Germany;United States;Journal of Parkinson's Disease;Medicine & Health
4;Greece;Switzerland;Journal of Parkinson's Disease;Medicine & Health
40;Hong Kong;United States;Journal of Parkinson's Disease;Medicine & Health
4;Hungary;Ireland;Journal of Parkinson's Disease;Medicine & Health
4;Hungary;Italy;Journal of Parkinson's Disease;Medicine & Health
4;Hungary;Latvia;Journal of Parkinson's Disease;Medicine & Health
4;Hungary;Moldova;Journal of Parkinson's Disease;Medicine & Health
4;Hungary;Montenegro;Journal of Parkinson's Disease;Medicine & Health
5;Hungary;Netherlands;Journal of Parkinson's Disease;Medicine & Health
4;Hungary;Norway;Journal of Parkinson's Disease;Medicine & Health
4;Hungary;Poland;Journal of Parkinson's Disease;Medicine & Health
